snapshot_index,novelty_fraction,num_entities,num_novel
101,0.0,309,0
102,0.005571030640668524,359,2
103,0.0,364,0
104,0.0033444816053511705,299,1
105,0.003115264797507788,321,1
106,0.002583979328165375,387,1
107,0.0,325,0
108,0.0,292,0
109,0.002717391304347826,368,1
110,0.0030120481927710845,332,1
111,0.0,294,0
112,0.007017543859649123,285,2
113,0.0044943820224719105,445,2
114,0.004975124378109453,402,2
115,0.003289473684210526,304,1
116,0.0,416,0
117,0.0024752475247524753,404,1
118,0.006864988558352402,437,3
119,0.0,305,0
120,0.0026041666666666665,384,1
121,0.0024875621890547263,402,1
122,0.0025188916876574307,397,1
123,0.0,362,0
124,0.0,352,0
125,0.0,354,0
126,0.005050505050505051,396,2
127,0.007142857142857143,420,3
128,0.0053475935828877,187,1
129,0.0021645021645021645,462,1
130,0.0043859649122807015,456,2
131,0.002336448598130841,428,1
132,0.0,416,0
133,0.003875968992248062,516,2
134,0.006342494714587738,473,3
135,0.0,477,0
136,0.0,557,0
137,0.00199203187250996,502,1
138,0.0040650406504065045,492,2
139,0.0,486,0
140,0.002183406113537118,458,1
141,0.0,88,0
142,0.005319148936170213,564,3
143,0.0018018018018018018,555,1
144,0.0,456,0
145,0.006134969325153374,489,3
146,0.003257328990228013,614,2
147,0.0015923566878980893,628,1
148,0.001869158878504673,535,1
149,0.0,466,0
150,0.0020161290322580645,496,1
151,0.002,500,1
152,0.0018115942028985507,552,1
153,0.007889546351084813,507,4
154,0.001976284584980237,506,1
155,0.0,479,0
156,0.006060606060606061,495,3
157,0.0,405,0
158,0.0,422,0
159,0.006015037593984963,665,4
160,0.006593406593406593,455,3
161,0.0,452,0
162,0.0,491,0
163,0.0,450,0
164,0.0025575447570332483,391,1
165,0.006696428571428571,448,3
166,0.0022026431718061676,454,1
167,0.0023148148148148147,432,1
168,0.0022371364653243847,447,1
169,0.004484304932735426,446,2
170,0.006993006993006993,429,3
171,0.006622516556291391,453,3
172,0.004514672686230248,443,2
173,0.0,417,0
174,0.0,408,0
175,0.0,368,0
176,0.0,568,0
177,0.0036036036036036037,555,2
178,0.0,512,0
179,0.0,468,0
180,0.0,412,0
181,0.0,502,0
182,0.002242152466367713,446,1
183,0.002197802197802198,455,1
184,0.002336448598130841,428,1
185,0.00392156862745098,510,2
186,0.0,451,0
187,0.0024449877750611247,409,1
188,0.0026041666666666665,384,1
189,0.002531645569620253,395,1
190,0.0025575447570332483,391,1
191,0.0026455026455026454,378,1
192,0.0,406,0
193,0.0,422,0
194,0.007978723404255319,376,3
195,0.0,339,0
196,0.0,377,0
197,0.0,336,0
198,0.0026041666666666665,384,1
199,0.0,427,0
200,0.00963855421686747,415,4
201,0.00411522633744856,486,2
202,0.006396588486140725,469,3
203,0.002197802197802198,455,1
204,0.00228310502283105,438,1
205,0.006122448979591836,490,3
206,0.002127659574468085,470,1
207,0.004454342984409799,449,2
208,0.00684931506849315,438,3
209,0.004132231404958678,484,2
210,0.0,485,0
211,0.002197802197802198,455,1
212,0.006109979633401222,491,3
213,0.0,390,0
214,0.0,398,0
215,0.0022371364653243847,447,1
216,0.0,443,0
217,0.003992015968063872,501,2
218,0.006147540983606557,488,3
219,0.002277904328018223,439,1
220,0.002061855670103093,485,1
221,0.006263048016701462,479,3
222,0.0022123893805309734,452,1
223,0.004291845493562232,466,2
224,0.0038461538461538464,520,2
225,0.0,505,0
226,0.0,465,0
227,0.001890359168241966,529,1
228,0.0,510,0
229,0.007677543186180422,521,4
230,0.0045351473922902496,441,2
231,0.002109704641350211,474,1
232,0.003838771593090211,521,2
233,0.007952286282306162,503,4
234,0.004434589800443459,451,2
235,0.004210526315789474,475,2
236,0.0018315018315018315,546,1
237,0.0,569,0
238,0.0034423407917383822,581,2
239,0.003795066413662239,527,2
240,0.0020491803278688526,488,1
241,0.003937007874015748,508,2
242,0.002079002079002079,481,1
243,0.002105263157894737,475,1
244,0.0,530,0
245,0.0022026431718061676,454,1
246,0.0,108,0
247,0.0017421602787456446,574,1
248,0.002336448598130841,428,1
249,0.0019569471624266144,511,1
250,0.004434589800443459,451,2
251,0.008639308855291577,463,4
252,0.0,426,0
253,0.004228329809725159,473,2
254,0.004228329809725159,473,2
255,0.0023094688221709007,433,1
256,0.0,440,0
257,0.002403846153846154,416,1
258,0.009174311926605505,436,4
259,0.0,407,0
260,0.0021551724137931034,464,1
261,0.0,390,0
262,0.0,569,0
263,0.0,560,0
264,0.0,518,0
265,0.0034542314335060447,579,2
266,0.0,481,0
267,0.0,451,0
268,0.002421307506053269,413,1
269,0.0,454,0
270,0.00211864406779661,472,1
271,0.0022222222222222222,450,1
272,0.0,447,0
273,0.0,419,0
274,0.002364066193853428,423,1
275,0.002380952380952381,420,1
276,0.00234192037470726,427,1
277,0.0,401,0
278,0.0,394,0
279,0.002617801047120419,382,1
280,0.0048543689320388345,412,2
281,0.0,373,0
282,0.0,393,0
283,0.0,454,0
284,0.0,466,0
285,0.00398406374501992,502,2
286,0.0,395,0
287,0.0,442,0
288,0.0,444,0
289,0.0,509,0
290,0.002617801047120419,382,1
291,0.0,85,0
292,0.0,394,0
293,0.0,468,0
294,0.0,432,0
295,0.0,506,0
296,0.0041841004184100415,478,2
297,0.0039603960396039604,505,2
298,0.0,404,0
299,0.006224066390041493,482,3
300,0.0,427,0
301,0.0,448,0
302,0.0019011406844106464,526,1
303,0.002304147465437788,434,1
304,0.003992015968063872,501,2
305,0.004123711340206186,485,2
306,0.002188183807439825,457,1
307,0.0,453,0
308,0.006666666666666667,450,3
309,0.00423728813559322,472,2
310,0.0038535645472061657,519,2
311,0.002061855670103093,485,1
312,0.002074688796680498,482,1
313,0.0,102,0
314,0.001838235294117647,544,1
315,0.0,546,0
316,0.003669724770642202,545,2
317,0.00211864406779661,472,1
318,0.0019801980198019802,505,1
319,0.0,493,0
320,0.002105263157894737,475,1
321,0.0020161290322580645,496,1
322,0.005235602094240838,573,3
323,0.0,510,0
324,0.003738317757009346,535,2
325,0.0,430,0
326,0.0018975332068311196,527,1
327,0.0034071550255536627,587,2
328,0.007029876977152899,569,4
329,0.0035650623885918,561,2
330,0.0,524,0
331,0.00186219739292365,537,1
332,0.0,516,0
333,0.00202020202020202,495,1
334,0.0023148148148148147,432,1
335,0.005893909626719057,509,3
336,0.002232142857142857,448,1
337,0.0,452,0
338,0.0,436,0
339,0.004366812227074236,458,2
340,0.002127659574468085,470,1
341,0.0,478,0
342,0.003976143141153081,503,2
343,0.002242152466367713,446,1
344,0.004454342984409799,449,2
345,0.0024509803921568627,408,1
346,0.0,425,0
347,0.0024390243902439024,410,1
