snapshot_index,novelty_fraction,num_entities,num_novel
70,0.05063291139240506,79,4
71,0.02631578947368421,76,2
72,0.005780346820809248,173,1
73,0.0379746835443038,158,6
74,0.005917159763313609,169,1
75,0.022727272727272728,132,3
76,0.031007751937984496,129,4
77,0.014925373134328358,67,1
78,0.02631578947368421,76,2
79,0.014388489208633094,139,2
80,0.0136986301369863,146,2
81,0.022727272727272728,132,3
82,0.00847457627118644,118,1
83,0.023076923076923078,130,3
84,0.0,63,0
85,0.011494252873563218,87,1
86,0.025974025974025976,154,4
87,0.04081632653061224,147,6
88,0.006134969325153374,163,1
89,0.030303030303030304,165,5
90,0.012987012987012988,154,2
91,0.02912621359223301,103,3
92,0.025974025974025976,77,2
93,0.017142857142857144,175,3
94,0.020689655172413793,145,3
95,0.019230769230769232,156,3
96,0.05405405405405406,148,8
97,0.017241379310344827,116,2
98,0.0273972602739726,73,2
99,0.018518518518518517,54,1
100,0.02112676056338028,142,3
101,0.027586206896551724,145,4
102,0.007042253521126761,142,1
103,0.008403361344537815,119,1
104,0.023255813953488372,129,3
105,0.02631578947368421,76,2
106,0.01020408163265306,98,1
107,0.014598540145985401,137,2
108,0.0,135,0
109,0.020833333333333332,144,3
110,0.014814814814814815,135,2
111,0.008849557522123894,113,1
112,0.020202020202020204,99,2
113,0.0425531914893617,94,4
114,0.030864197530864196,162,5
115,0.01875,160,3
116,0.02564102564102564,156,4
117,0.03007518796992481,133,4
118,0.01680672268907563,119,2
119,0.013513513513513514,74,1
120,0.013888888888888888,72,1
121,0.020833333333333332,144,3
122,0.02112676056338028,142,3
123,0.006369426751592357,157,1
124,0.014814814814814815,135,2
125,0.017391304347826087,115,2
126,0.011904761904761904,84,1
127,0.012658227848101266,79,1
128,0.038461538461538464,156,6
129,0.04411764705882353,136,6
130,0.0136986301369863,146,2
131,0.028169014084507043,142,4
132,0.0070921985815602835,141,1
133,0.02666666666666667,75,2
134,0.0,76,0
135,0.006578947368421052,152,1
136,0.023809523809523808,126,3
137,0.020833333333333332,144,3
138,0.014492753623188406,138,2
139,0.014388489208633094,139,2
140,0.021739130434782608,92,2
141,0.0125,80,1
142,0.011976047904191617,167,2
143,0.023255813953488372,129,3
144,0.03184713375796178,157,5
145,0.03125,128,4
146,0.0,151,0
147,0.011627906976744186,86,1
148,0.0,79,0
149,0.013333333333333334,150,2
150,0.012578616352201259,159,2
151,0.02142857142857143,140,3
152,0.007194244604316547,139,1
153,0.016,125,2
154,0.023255813953488372,86,2
155,0.012658227848101266,79,1
156,0.008547008547008548,117,1
157,0.014925373134328358,134,2
158,0.009259259259259259,108,1
159,0.009174311926605505,109,1
160,0.02459016393442623,122,3
161,0.011111111111111112,90,1
162,0.034482758620689655,58,2
163,0.02962962962962963,135,4
164,0.014814814814814815,135,2
165,0.015151515151515152,132,2
166,0.0,119,0
167,0.0,132,0
168,0.02564102564102564,78,2
169,0.04,50,2
170,0.014285714285714285,140,2
171,0.022388059701492536,134,3
172,0.008264462809917356,121,1
173,0.006622516556291391,151,1
174,0.008333333333333333,120,1
175,0.024096385542168676,83,2
176,0.009523809523809525,105,1
177,0.007936507936507936,126,1
178,0.014598540145985401,137,2
179,0.007462686567164179,134,1
180,0.0070921985815602835,141,1
181,0.0,131,0
182,0.02564102564102564,78,2
183,0.042105263157894736,95,4
184,0.005494505494505495,182,1
185,0.016666666666666666,120,2
186,0.0,92,0
187,0.0,116,0
188,0.014598540145985401,137,2
189,0.019801980198019802,101,2
190,0.0,59,0
191,0.008130081300813009,123,1
192,0.015151515151515152,132,2
193,0.017241379310344827,116,2
194,0.0136986301369863,146,2
195,0.008620689655172414,116,1
196,0.011494252873563218,87,1
197,0.009900990099009901,101,1
198,0.0,142,0
199,0.024193548387096774,124,3
200,0.013793103448275862,145,2
201,0.01948051948051948,154,3
202,0.008130081300813009,123,1
203,0.016666666666666666,60,1
204,0.0,61,0
205,0.007692307692307693,130,1
206,0.017391304347826087,115,2
207,0.0,141,0
208,0.007874015748031496,127,1
209,0.008130081300813009,123,1
210,0.0,64,0
211,0.0,70,0
212,0.016129032258064516,124,2
213,0.0,142,0
214,0.0,126,0
215,0.0364963503649635,137,5
216,0.0,113,0
217,0.0,64,0
218,0.011764705882352941,85,1
219,0.023255813953488372,129,3
220,0.0,136,0
221,0.0,128,0
222,0.007246376811594203,138,1
223,0.0,129,0
224,0.0196078431372549,51,1
225,0.0,78,0
226,0.0,130,0
227,0.008403361344537815,119,1
228,0.009345794392523364,107,1
229,0.017094017094017096,117,2
230,0.02830188679245283,106,3
231,0.0,58,0
232,0.015384615384615385,65,1
233,0.0234375,128,3
234,0.008264462809917356,121,1
235,0.015384615384615385,130,2
236,0.00819672131147541,122,1
237,0.01834862385321101,109,2
238,0.0,59,0
239,0.014705882352941176,68,1
240,0.009174311926605505,109,1
241,0.015625,128,2
242,0.008130081300813009,123,1
243,0.007874015748031496,127,1
244,0.01694915254237288,118,2
245,0.0,73,0
246,0.016666666666666666,60,1
247,0.00684931506849315,146,1
248,0.0,134,0
249,0.015873015873015872,126,2
250,0.0,132,0
251,0.008264462809917356,121,1
252,0.0,58,0
253,0.0,67,0
254,0.006666666666666667,150,1
255,0.01948051948051948,154,3
256,0.014184397163120567,141,2
257,0.008130081300813009,123,1
258,0.0,137,0
259,0.0,54,0
260,0.030303030303030304,66,2
261,0.014084507042253521,142,2
262,0.0,122,0
263,0.02158273381294964,139,3
264,0.014705882352941176,136,2
265,0.0,138,0
266,0.0,70,0
267,0.06451612903225806,62,4
268,0.007462686567164179,134,1
269,0.015267175572519083,131,2
270,0.015625,128,2
271,0.0,123,0
272,0.008849557522123894,113,1
273,0.029850746268656716,67,2
274,0.025974025974025976,77,2
275,0.0056179775280898875,178,1
276,0.015748031496062992,127,2
277,0.007874015748031496,127,1
278,0.0,124,0
279,0.010309278350515464,97,1
280,0.0136986301369863,73,1
281,0.0,64,0
282,0.00909090909090909,110,1
283,0.0,123,0
284,0.006535947712418301,153,1
285,0.029197080291970802,137,4
286,0.014285714285714285,140,2
287,0.012987012987012988,77,1
288,0.0,57,0
289,0.0,143,0
290,0.006711409395973154,149,1
291,0.008695652173913044,115,1
292,0.015037593984962405,133,2
293,0.007633587786259542,131,1
294,0.02631578947368421,76,2
295,0.0136986301369863,73,1
296,0.008130081300813009,123,1
297,0.0,140,0
298,0.016260162601626018,123,2
299,0.02,150,3
300,0.024793388429752067,121,3
301,0.0,83,0
302,0.024390243902439025,82,2
303,0.00641025641025641,156,1
304,0.0,153,0
305,0.00684931506849315,146,1
306,0.0,133,0
307,0.0,108,0
308,0.01639344262295082,61,1
309,0.0,76,0
310,0.0,130,0
311,0.00847457627118644,118,1
312,0.015503875968992248,129,2
313,0.008620689655172414,116,1
314,0.016260162601626018,123,2
315,0.0,99,0
316,0.0,68,0
317,0.02054794520547945,146,3
318,0.008064516129032258,124,1
319,0.016260162601626018,123,2
320,0.014388489208633094,139,2
321,0.007407407407407408,135,1
322,0.0,98,0
323,0.014084507042253521,71,1
324,0.01282051282051282,156,2
325,0.006172839506172839,162,1
326,0.0,127,0
327,0.014388489208633094,139,2
328,0.0,126,0
329,0.0,95,0
330,0.0,114,0
331,0.007751937984496124,129,1
332,0.007751937984496124,129,1
333,0.024193548387096774,124,3
334,0.009345794392523364,107,1
335,0.010101010101010102,99,1
336,0.031746031746031744,63,2
337,0.02197802197802198,91,2
338,0.01639344262295082,122,2
339,0.03333333333333333,120,4
340,0.01652892561983471,121,2
341,0.009345794392523364,107,1
342,0.008771929824561403,114,1
343,0.01639344262295082,61,1
344,0.02857142857142857,70,2
345,0.007936507936507936,126,1
346,0.017699115044247787,113,2
347,0.0,120,0
348,0.008771929824561403,114,1
349,0.009900990099009901,101,1
350,0.018518518518518517,54,1
351,0.0,51,0
352,0.006535947712418301,153,1
353,0.008695652173913044,115,1
354,0.008064516129032258,124,1
355,0.011235955056179775,89,1
356,0.0,102,0
357,0.0,59,0
358,0.0,40,0
359,0.0,98,0
360,0.0,119,0
361,0.010309278350515464,97,1
362,0.02564102564102564,78,2
363,0.0196078431372549,51,1
364,0.017857142857142856,56,1
365,0.018518518518518517,54,1
366,0.0,108,0
367,0.008620689655172414,116,1
368,0.0,94,0
369,0.0,84,0
